# Cryptococcus neoformans H99 gene information
# Downloaded from FungiDB 59, 2022-09-05
GeneID	ProductDescription	GeneName	CuratedGOComponents	CuratedGOFunctions	CuratedGOProcesses
CNAG_04723	hypothetical protein	NA	NA	NA	NA
CNAG_04724	ubiquitin-protein ligase E3 C	NA	NA	NA	NA
CNAG_04725	hypothetical protein	NA	NA	NA	NA
CNAG_04726	large subunit ribosomal protein L18Ae	NA	NA	NA	NA
CNAG_04727	hypothetical protein	NA	NA	NA	NA
CNAG_04728	DNA-directed RNA polymerase III subunit RPC8	NA	NA	NA	NA
CNAG_04729	ATP-dependent RNA helicase DBP7	NA	NA	NA	NA
CNAG_04730	G-protein coupled receptor	GPR4	NA	NA	capsule organization;mating
CNAG_04731	hypothetical protein	PCD102	NA	NA	negative regulation of capsule organization
CNAG_04732	hypothetical protein	PCD1	NA	NA	NA
CNAG_04733	DNA repair protein rad5	NA	NA	NA	NA
CNAG_04734	mitochondrial ornithine carrier protein	NA	NA	NA	NA
CNAG_04735	extracellular elastinolytic metalloproteinase	MEP1	extracellular region	NA	NA
CNAG_04736	hypothetical protein	NA	NA	NA	NA
CNAG_04737	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_04738	fimbrin	SAC6	NA	NA	NA
CNAG_04739	cytochrome c oxidase assembly protein Cox19	NA	NA	NA	NA
CNAG_04740	hypothetical protein	NA	NA	NA	NA
CNAG_04741	endosome protein	NA	NA	NA	NA
CNAG_04742	DNA primase large subunit	NA	NA	NA	NA
CNAG_04743	oligosaccharyltransferase complex subunit beta	NA	NA	NA	NA
CNAG_04744	mannose-6-phosphate isomerase, class I	NA	NA	NA	NA
CNAG_04745	hypothetical protein	NA	NA	NA	NA
CNAG_04746	hypothetical protein	NA	NA	NA	NA
CNAG_04747	hypothetical protein	NA	NA	NA	NA
CNAG_04748	protein OS-9	NA	NA	NA	NA
CNAG_04749	hypothetical protein	NA	NA	NA	NA
CNAG_04750	hypothetical protein	NA	NA	NA	NA
CNAG_04751	hypothetical protein	NA	NA	NA	NA
CNAG_04752	hypothetical protein	NA	NA	NA	NA
CNAG_04753	Gluconolactonase	NA	NA	NA	capsule organization
CNAG_04755	STE/STE11/BCK1 protein kinase	BCK1	NA	NA	capsule organization;cellular response to antibiotic;cellular response to diamide;cellular response to heat;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to methyl methanesulfonate;cellular response to salt stress;cellular response to sodium dodecyl sulfat
CNAG_04756	hypothetical protein	NA	NA	NA	NA
CNAG_04757	mitochondrial protein	NA	NA	NA	NA
CNAG_04758	amt family ammonium transporter	AMT2	extracellular vesicle	NA	mating
CNAG_04759	hypothetical protein	NA	NA	NA	NA
CNAG_04760	cytoplasmic protein	NA	NA	NA	NA
CNAG_04761	Ras family protein	RAS2	NA	NA	NA
CNAG_04762	large subunit ribosomal protein L4e	NA	extracellular vesicle	NA	NA
CNAG_04763	dolichyl-phosphate-mannose-protein mannosyltransferase	PMT2	NA	NA	NA
CNAG_04764	Dihydrofolate reductase	NA	NA	NA	NA
CNAG_04765	ARP2/3 complex 21 kDa subunit	NA	NA	NA	NA
CNAG_04766	hypothetical protein	NA	NA	NA	NA
CNAG_04767	hypothetical protein	NA	NA	NA	NA
CNAG_04768	hypothetical protein	NA	NA	NA	NA
CNAG_04769	hypothetical protein	NA	NA	NA	NA
CNAG_04770	nucleolar essential protein 1	NA	NA	NA	NA
CNAG_04771	rab family protein	NA	NA	NA	NA
CNAG_04772	hypothetical protein	NA	NA	NA	NA
CNAG_04773	hypothetical protein	NA	NA	NA	NA
CNAG_04774	nuclear protein, variant	FZC26	NA	NA	cellular response to dithiothreitol;cellular response to hydrogen peroxide;cellular response to menadione;mating;regulation of urease activity;response to sodium dodecyl sulfate
CNAG_04775	hypothetical protein	NA	NA	NA	NA
CNAG_04776	Homoserine dehydrogenase	NA	NA	NA	NA
CNAG_04777	S-adenosylmethionine-dependent methyltransferase	NA	NA	NA	NA
CNAG_04781	hypothetical protein	NA	NA	NA	NA
CNAG_04782	hypothetical protein, variant	PPU1	NA	NA	NA
CNAG_04783	Monosaccharide transporter	NA	NA	NA	NA
CNAG_04784	Monosaccharide transporter	NA	NA	NA	NA
CNAG_04785	hypothetical protein	NA	NA	NA	NA
CNAG_04786	hypothetical protein	NA	NA	protein binding	NA
CNAG_04787	membrane protein	NA	NA	NA	NA
CNAG_04788	hypothetical protein	NA	NA	NA	NA
CNAG_04789	hypothetical protein	NA	NA	NA	NA
CNAG_04790	hypothetical protein	EZA1	NA	protein binding	NA
CNAG_04791	hypothetical protein	NA	NA	NA	NA
CNAG_04792	Phosphatidylserine decarboxylase	NA	NA	NA	NA
CNAG_04793	hypothetical protein	NA	NA	NA	NA
CNAG_04794	spermine transporter	NA	NA	NA	NA
CNAG_04795	adenine nucleotide transporter	NA	NA	NA	NA
CNAG_04796	calcineurin a catalytic subunit	CNA1	calcineurin complex	calmodulin-dependent protein phosphatase activity;ferric iron binding;zinc ion binding	cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to hydroxyurea;cellular response to non-ionic osmotic stress;cellular response to oxidative stress;cellular response to salt stress;cellular response to sodiu
CNAG_04797	signal recognition particle subunit SRP19	NA	NA	NA	NA
CNAG_04798	regulatory protein Cys-3	NA	NA	NA	NA
CNAG_04799	large subunit ribosomal protein L14e	NA	NA	NA	NA
CNAG_04800	phenylalanine-tRNA ligase, alpha subunit	NA	NA	NA	NA
CNAG_04801	hypothetical protein	NA	NA	NA	NA
CNAG_04802	ribosomal RNA-processing protein 9	NA	NA	NA	NA
CNAG_04803	protein transporter sec31	NA	NA	NA	NA
CNAG_04804	sterol regulatory element-binding protein	SRE1	NA	urease activity	adhesion of symbiont to host endothelial cell;entry into host;mating;negative regulation of capsule organization;response to cadmium ion;response to diamide;response to dithiothreitol;response to drug;response to heat;response to hydrogen peroxide;response to hydroxyurea;response to methyl methanesu
CNAG_04805	peptidyl-prolyl isomerase cwc27	NA	NA	NA	NA
CNAG_04806	golgi phosphoprotein 3	NA	NA	NA	NA
CNAG_04807	hypothetical protein	FZC8	NA	NA	melanin biosynthetic process;response to diamide;response to sodium dodecyl sulfate
CNAG_04808	XPG N-terminal domain-containing protein	MKT1	NA	NA	NA
CNAG_04809	COP9 signalosome complex subunit 5	NA	NA	NA	NA
CNAG_04810	hypothetical protein	NA	NA	NA	NA
CNAG_04813	V-type ATPase, C subunit, variant	NA	NA	NA	NA
CNAG_04814	hypothetical protein	NA	NA	NA	NA
CNAG_04815	Formin BNI1	BNI1	NA	NA	NA
CNAG_04816	hypothetical protein	NA	NA	NA	NA
CNAG_04817	hypothetical protein	NA	NA	NA	NA
CNAG_04818	hypothetical protein	NA	NA	NA	NA
CNAG_04819	hypothetical protein	NA	NA	NA	NA
CNAG_04820	hypothetical protein	NA	NA	NA	NA
CNAG_04821	PAB-dependent poly(A)-specific ribonuclease subunit PAN3	PAN3	NA	NA	cellular response to antibiotic;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to menadione;cellular response to methyl methanesulfonate;cellular response to sodium dodecyl sulfate;positive regulation of capsule organization
CNAG_04822	deoxyhypusine synthase	NA	NA	NA	NA
CNAG_04823	peptidyl-prolyl cis-trans isomerase H	NA	NA	NA	NA
CNAG_04824	mitotic spindle assembly checkpoint protein MAD1	NA	NA	NA	NA
CNAG_04825	hypothetical protein	NA	NA	NA	NA
CNAG_04826	Homocysteine S-methyltransferase	NA	NA	NA	NA
CNAG_04827	hypothetical protein	NA	NA	NA	NA
CNAG_04828	Histone H3	H3.3	NA	protein binding	cellular response to dithiothreitol
CNAG_04829	hypothetical protein	NA	NA	NA	NA
CNAG_04830	large subunit ribosomal protein L33	NA	NA	NA	NA
CNAG_04831	hypothetical protein	NA	NA	NA	NA
CNAG_04832	RalA-binding protein 1	NA	NA	NA	NA
CNAG_04833	hypothetical protein	TEP1	NA	NA	NA
CNAG_04834	MFS transporter	NA	NA	NA	NA
CNAG_04835	dihydrodipicolinate synthase	NA	NA	NA	NA
CNAG_04836	nuclear protein	FZC10	NA	NA	NA
CNAG_04837	bHLH family transcription factor	MLN1	NA	NA	heat acclimation;melanin biosynthetic process;negative regulation of capsule organization;regulation of urease activity;response to diamide;response to tunicamycin
CNAG_04838	hypothetical protein	NA	NA	NA	NA
CNAG_04839	exosome complex component MTR3, animal type	NA	NA	NA	NA
CNAG_04840	small nuclear ribonucleoprotein B and B'	NA	NA	NA	NA
CNAG_04841	transcriptional regulatory protein, variant	FZC43	NA	NA	response to salt stress
CNAG_04842	hypothetical protein	NA	NA	protein binding	cellular response to salt stress
CNAG_04843	atypical/ABC1/ABC1-B protein kinase	NA	NA	NA	NA
CNAG_04844	mitochondrial import receptor subunit Tom22	NA	NA	NA	NA
CNAG_04845	mannose-P-dolichol utilization defect 1	NA	NA	NA	NA
CNAG_04846	membrane protein	NA	NA	NA	NA
CNAG_04847	hypothetical protein	NA	NA	NA	NA
CNAG_04848	mRNA binding protein	NA	NA	NA	NA
CNAG_04849	vacuolar protein	NA	NA	NA	NA
CNAG_04850	hypothetical protein, variant	NA	NA	NA	NA
CNAG_04851	transitional endoplasmic reticulum ATPase	NA	NA	NA	NA
CNAG_04852	7,8-dihydro-8-oxoguanine triphosphatase	NDX4	NA	NA	NA
CNAG_04853	derlin-2/3	NA	NA	NA	NA
CNAG_04854	hypothetical protein	NA	NA	NA	NA
CNAG_04855	hypothetical protein	NA	NA	NA	NA
CNAG_04857	hypothetical protein	NA	NA	NA	NA
CNAG_04858	hypothetical protein	NA	NA	NA	NA
CNAG_04859	rho family protein	NA	NA	NA	NA
CNAG_04860	xylosylphosphotransferase	XPT1	Golgi apparatus	UDP-xylosyltransferase activity	protein O-linked glycosylation
CNAG_04861	transglycosylase SLT domain-containing protein	NA	NA	NA	cellular response to dithiothreitol;cellular response to hydrogen peroxide
CNAG_04862	glutamate synthase (NADPH/NADH)	NA	NA	NA	NA
CNAG_04863	ESCRT-II complex subunit VPS25	VPS25	NA	NA	capsule organization;copper ion import;melanin biosynthetic process
CNAG_04864	iron regulator 1	CIR1	NA	NA	capsule organization;mating;melanin biosynthetic process;response to antibiotic;response to cyclosporin A;response to sodium dodecyl sulfate;response to zinc ion
CNAG_04865	mannitol dehydrogenase	NA	NA	NA	NA
CNAG_04866	NAD-dependent histone deacetylase SIR2	NA	NA	NA	NA
CNAG_04867	vacuolar protein	NA	NA	NA	NA
CNAG_04868	cytoplasmic protein	NA	NA	NA	NA
CNAG_04869	para-nitrobenzyl esterase	PNB1	extracellular region	NA	NA
CNAG_04870	hypothetical protein	NA	NA	NA	NA
CNAG_04871	hypothetical protein	NA	NA	NA	NA
CNAG_04872	mitochondrial protein	NA	NA	NA	NA
CNAG_04873	hypothetical protein	NA	NA	NA	NA
CNAG_04874	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_04875	hypothetical protein	NA	NA	NA	NA
CNAG_04876	endo-1,3(4)-beta-glucanase	NA	NA	NA	NA
CNAG_04877	hypothetical protein	NA	NA	NA	NA
CNAG_04878	hypothetical protein, variant	FZC1	NA	NA	adhesion of symbiont to host endothelial cell;entry into host;mating;negative regulation of capsule organization;negative regulation of melanin biosynthetic process;regulation of urease activity;response to heat;response to methyl methanesulfonate;response to sodium dodecyl sulfate;response to tert-
CNAG_04879	Glycogen debranching enzyme	NA	NA	NA	NA
CNAG_04880	hypothetical protein	NA	NA	NA	NA
CNAG_04882	hypothetical protein	NA	NA	NA	NA
CNAG_04883	small subunit ribosomal protein S18	NA	NA	NA	NA
CNAG_04884	large subunit ribosomal protein L44	NA	NA	NA	NA
CNAG_04885	hypothetical protein	NA	NA	NA	NA
CNAG_04886	hypothetical protein	NA	NA	NA	NA
CNAG_04887	hypothetical protein	NA	NA	NA	NA
CNAG_04888	hypothetical protein	NA	NA	NA	NA
CNAG_04889	hypothetical protein	NA	NA	NA	NA
CNAG_04890	hypothetical protein	NA	NA	NA	NA
CNAG_04891	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_04892	hypothetical protein, variant 4	NA	NA	NA	NA
CNAG_04893	hypothetical protein	NA	NA	NA	NA
CNAG_04894	hypothetical protein	NA	NA	NA	NA
CNAG_04895	nuclear protein	FZC3	NA	NA	cellular response to menadione;response to diamide
CNAG_04896	tyrosine-tRNA ligase	NA	NA	NA	NA
CNAG_04897	hypothetical protein	NA	NA	NA	NA
CNAG_04898	MFS transporter	NA	NA	NA	NA
CNAG_04899	cytoplasmic protein	NA	NA	NA	NA
CNAG_04900	WD40 repeat protein Ciao1	NA	NA	NA	NA
CNAG_04901	hypothetical protein	NA	NA	NA	NA
CNAG_04902	SEL1 protein	NA	NA	NA	NA
CNAG_04903	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_04904	clathrin heavy chain	CHC1	NA	NA	capsule organization;cell division;cell morphogenesis;cellular response to antibiotic;cellular response to brefeldin A;cellular response to curcumin;cellular response to heat;cellular response to iron ion starvation;cellular response to osmotic stress;cellular response to salt stress;cellular respon
CNAG_04905	tRNA (uracil-5-)-methyltransferase	NA	NA	NA	NA
CNAG_04906	26S protease regulatory subunit 10B	NA	NA	NA	NA
CNAG_04907	hypothetical protein	NA	NA	NA	NA
CNAG_04908	hypothetical protein	CLR4	NA	NA	mating;response to sodium dodecyl sulfate;response to tunicamycin
CNAG_04909	serine carboxypeptidase-like 33	NA	NA	NA	NA
CNAG_04911	hypothetical protein, variant	NA	NA	NA	NA
CNAG_04912	hypothetical protein	NA	NA	NA	NA
CNAG_04913	syntaxin 5	NA	NA	NA	NA
CNAG_04914	small nuclear ribonucleoprotein G	NA	NA	NA	NA
CNAG_04915	hypothetical protein	NA	NA	NA	NA
CNAG_04916	hypothetical protein	FZC16	NA	NA	capsule organization
CNAG_04919	hypothetical protein	NA	NA	NA	NA
CNAG_04920	galactose transporter	NA	NA	NA	NA
CNAG_04921	hypothetical protein	NA	NA	NA	NA
CNAG_04922	hypothetical protein	NA	NA	NA	NA
CNAG_04925	nuclear protein	NA	NA	NA	NA
CNAG_04926	hypothetical protein	NA	NA	NA	NA
CNAG_04927	hypothetical protein	YFH701	NA	NA	cellular response to sorbitol;entry into host;positive regulation of capsule organization
CNAG_04931	Putative hexose transporter	HXS2	NA	NA	NA
CNAG_04932	hypothetical protein	NA	NA	NA	NA
CNAG_04933	hypothetical protein, variant 2	NA	NA	NA	NA
CNAG_04934	hypothetical protein	NA	NA	NA	NA
CNAG_04935	hypothetical protein	NA	NA	NA	NA
CNAG_04936	condensin complex subunit 2	NA	NA	NA	NA
CNAG_04937	peroxin-12	NA	NA	NA	NA
CNAG_04938	hypothetical protein, variant	NA	NA	NA	NA
CNAG_04939	CDC14 domain-containing protein	CDC14	NA	NA	NA
CNAG_04943	CBS domain-containing protein	NA	NA	NA	NA
CNAG_04944	hypothetical protein, variant	NA	NA	NA	NA
CNAG_04945	hypothetical protein	NA	NA	NA	NA
CNAG_04946	hypothetical protein	NA	NA	NA	NA
CNAG_04947	high-affinity nicotinic acid transporter	NA	NA	NA	NA
CNAG_04948	tubulin beta	TUB2	NA	NA	NA
CNAG_04949	hypothetical protein	NA	NA	NA	NA
CNAG_04950	hypothetical protein	NA	NA	NA	NA
CNAG_04951	3-deoxy-7-phosphoheptulonate synthase	NA	NA	NA	NA
CNAG_04952	ADP-ribosylation factor 6	NA	NA	NA	NA
CNAG_04953	hypothetical protein	NA	NA	NA	NA
CNAG_04954	hypothetical protein	NA	NA	NA	NA
CNAG_04955	oxidoreductase	NA	NA	NA	NA
CNAG_04956	high-affinity nicotinic acid transporter	NA	NA	NA	NA
CNAG_04957	hypothetical protein	NA	NA	NA	NA
CNAG_04958	ubiquitin fusion degradation protein 1	NA	NA	NA	NA
CNAG_04959	syntaxin 16	NA	NA	NA	NA
CNAG_04960	hypothetical protein	NA	NA	NA	NA
CNAG_04961	orotidine 5'-phosphate decarboxylase	URA3	NA	NA	NA
CNAG_04962	hypothetical protein	NA	NA	NA	NA
CNAG_04963	hypothetical protein	NA	NA	NA	NA
CNAG_04967	hypothetical protein	NA	NA	NA	NA
CNAG_04968	hypothetical protein, variant	NA	NA	NA	NA
CNAG_04969	UDP-glucose 6-dehydrogenase	UGD1	extracellular vesicle	NA	capsule organization;hyperosmotic response;response to sodium dodecyl sulfate;response to starvation
CNAG_04970	hypothetical protein	NA	NA	NA	NA
CNAG_04973	hypothetical protein	NA	NA	NA	NA
CNAG_04974	hypothetical protein	NA	NA	NA	NA
CNAG_04975	hypothetical protein	NA	NA	NA	NA
CNAG_04976	zuotin	NA	NA	NA	NA
CNAG_04977	pre-mRNA branch site protein p14	NA	NA	NA	NA
CNAG_04978	phytanoyl-CoA dioxygenase	NA	NA	NA	NA
CNAG_04979	hypothetical protein	NA	NA	NA	NA
CNAG_04980	U6 snRNA-associated Sm-like protein LSm1	NA	NA	NA	NA
CNAG_04981	Catalase 1	CAT1	NA	NA	NA
CNAG_04982	cytosine-purine permease	FCY3	NA	NA	NA
CNAG_04983	hypothetical protein	NA	NA	NA	NA
CNAG_04984	pleiotropic drug resistance protein	PDR16	NA	NA	response to drug
CNAG_04985	Nascent polypeptide-associated complex subunit alpha	NA	NA	NA	NA
CNAG_04986	prefoldin subunit 1	NA	NA	NA	NA
CNAG_04987	hypothetical protein	NA	NA	NA	NA
CNAG_04988	Gly-Xaa carboxypeptidase	NA	NA	NA	NA
CNAG_04989	protein FRG1	NA	NA	NA	NA
CNAG_04990	glutamate-5-semialdehyde dehydrogenase	PRO2	NA	NA	NA
CNAG_04991	hypothetical protein	NA	NA	NA	NA
CNAG_04992	hypothetical protein	NA	NA	NA	NA
CNAG_04993	hypothetical protein	NA	NA	NA	NA
CNAG_04994	signal recognition particle subunit SRP14	NA	NA	NA	NA
CNAG_04997	cytoplasmic protein	NA	NA	NA	NA
CNAG_04998	hypothetical protein	NA	NA	NA	NA
CNAG_04999	hypothetical protein	NA	NA	NA	NA
CNAG_05000	hypothetical protein	NA	NA	NA	NA
CNAG_05001	hypothetical protein	NA	NA	NA	NA
CNAG_05002	hypothetical protein	NA	NA	NA	NA
CNAG_05003	hypothetical protein	NA	NA	NA	NA
CNAG_05004	GTP-binding protein LepA	NA	NA	NA	NA
CNAG_05005	ULK/ULK protein kinase	ATG1	NA	NA	positive regulation of capsule organization
CNAG_05006	hypothetical protein	NA	NA	NA	NA
CNAG_05007	translation initiation factor eIF-2B subunit beta	NA	NA	NA	NA
CNAG_05008	hypothetical protein	NA	NA	NA	NA
CNAG_05009	Integral membrane protein	NA	NA	NA	NA
CNAG_05010	hypothetical protein	ZFC7	NA	NA	regulation of urease activity
CNAG_05011	iron donor protein CyaY	NA	NA	NA	NA
CNAG_05012	hypothetical protein	NA	NA	NA	NA
CNAG_05013	RNP domain-containing protein	HRB1	NA	NA	NA
CNAG_05015	catalase 4	CAT4	NA	NA	NA
CNAG_05016	hypothetical protein	NA	NA	NA	NA
CNAG_05017	GabA permease, variant	NA	NA	NA	NA
CNAG_05018	hypothetical protein, variant	NA	NA	NA	NA
CNAG_05019	hypothetical protein	FZC21	NA	NA	mating;response to diamide;response to hydrogen peroxide;response to sodium dodecyl sulfate;response to tert-butyl hydroperoxide;response to tunicamycin
CNAG_05020	NAD-binding Rossmann fold oxidoreductase	NA	NA	NA	NA
CNAG_05021	hypothetical protein, variant	NA	NA	NA	NA
CNAG_05022	hypothetical protein	NA	NA	NA	NA
CNAG_05023	maltose O-acetyltransferase	CAS91	NA	NA	NA
CNAG_05024	L-xylulose reductase	NA	NA	NA	NA
CNAG_05025	Amine oxidase	NA	NA	NA	NA
CNAG_05026	mango esterase, variant 1	NA	NA	NA	NA
CNAG_05027	monoamine oxidase	NA	NA	NA	NA
CNAG_05028	Cysteine synthase	NA	NA	NA	NA
CNAG_05029	meiotic Sister-Chromatid recombination aldehyde dehydrogenase, variant	NA	NA	NA	NA
CNAG_05030	zinc finger protein 830	NA	NA	NA	NA
CNAG_05031	3-oxoacid CoA-transferase	NA	NA	NA	NA
CNAG_05032	hypothetical protein	NA	NA	NA	NA
CNAG_05033	hypothetical protein	NA	NA	NA	NA
CNAG_05034	ubiquitin-conjugating enzyme family protein	NA	NA	NA	NA
CNAG_05035	ferredoxin-NADP reductase	NA	NA	NA	NA
CNAG_05036	hypothetical protein	NA	NA	NA	NA
CNAG_05037	hypothetical protein	NA	NA	NA	NA
CNAG_05038	hypothetical protein	NA	NA	NA	NA
CNAG_05039	hypothetical protein	NA	NA	NA	NA
CNAG_05040	hypothetical protein	NA	NA	NA	NA
CNAG_05041	NADH-ubiquinone oxidoreductase subunit 8	NA	NA	NA	NA
CNAG_05042	carnitine acetyltransferase	NA	NA	NA	NA
CNAG_05043	hypothetical protein	NA	NA	NA	NA
CNAG_05044	hypothetical protein	NA	NA	NA	NA
CNAG_05045	hypothetical protein	NA	NA	NA	NA
CNAG_05046	hypothetical protein	NA	NA	NA	NA
CNAG_05049	hypothetical protein	PIP201	NA	NA	NA
CNAG_05050	ADP-ribosylation factor GTPase-activating protein 1	GCS2	NA	NA	endoplasmic reticulum organization
CNAG_05053	hypothetical protein	NA	NA	NA	NA
CNAG_05055	DNA/RNA-binding protein KIN17	NA	NA	NA	NA
CNAG_05056	hypothetical protein	NA	NA	NA	NA
CNAG_05057	hypothetical protein, variant	NA	NA	NA	NA
CNAG_05058	GTPase	NA	NA	NA	NA
CNAG_05059	pyruvate dehydrogenase E1 component subunit beta	NA	NA	NA	NA
CNAG_05060	hypothetical protein	NA	NA	NA	NA
CNAG_05061	hypothetical protein	NA	NA	NA	NA
CNAG_05062	hypothetical protein	NA	NA	NA	NA
CNAG_05063	ste/ste11/ssk protein kinase	SSK2	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to methyl methanesulfonate;cellular response to salt stress;cellular response to
CNAG_05064	hypothetical protein	NA	NA	NA	NA
CNAG_05065	hypothetical protein	NA	NA	NA	NA
CNAG_05066	hypothetical protein	NA	NA	NA	NA
CNAG_05067	hypothetical protein	CLR5	NA	NA	capsule organization
CNAG_05068	GTP-binding protein ypt1	NA	NA	NA	NA
CNAG_05069	ubiquinol-cytochrome c reductase subunit 10	NA	NA	NA	NA
CNAG_05070	sulfite reductase (NADPH) hemoprotein, beta- component	NA	NA	NA	NA
CNAG_05071	sulfite reductase (NADPH) hemoprotein beta- component	NA	NA	NA	NA
CNAG_05072	endopeptidase	NA	NA	NA	cellular response to heat
CNAG_05074	hypothetical protein	NA	NA	NA	NA
CNAG_05075	solute carrier family 20 (sodium-dependent phosphate transporter)	NA	NA	NA	response to zinc ion
CNAG_05076	hypothetical protein	NA	NA	NA	NA
CNAG_05077	glycosyl hydrolase	LPI11	NA	NA	NA
CNAG_05078	tRNA '-O-ribosylphosphate transferase	NA	NA	NA	NA
CNAG_05079	hypothetical protein	NA	NA	NA	NA
CNAG_05080	calcofluor white hypersensitive protein	CWH43	NA	NA	positive regulation of capsule organization
CNAG_05081	phosphodiesterase, variant	PDE1	NA	NA	capsule organization;melanin biosynthetic process
CNAG_05082	translation initiation factor 2D	NA	NA	NA	NA
CNAG_05083	esterase/lipase	NA	NA	NA	NA
CNAG_05084	phospholipase A-2-activating protein	NA	NA	NA	NA
CNAG_05085	deoxyhypusine hydroxylase	NA	NA	NA	NA
CNAG_05086	ubiquitin-related modifier	URM1	NA	NA	NA
CNAG_05087	hypothetical protein	NA	NA	NA	NA
CNAG_05089	hypothetical protein, variant	NA	NA	NA	NA
CNAG_05090	quinone oxidoreductase	NA	NA	NA	NA
CNAG_05091	hypothetical protein	NA	NA	NA	NA
CNAG_05092	hypothetical protein	NA	NA	NA	NA
CNAG_05093	hypothetical protein	HOB6	NA	NA	response to diamide;response to hydrogen peroxide;response to salt stress
CNAG_05095	pod-specific dehydrogenase SAC25	NA	NA	NA	NA
CNAG_05096	histone deacetylase 1/2, variant 2	NA	NA	NA	NA
CNAG_05097	YjeF family protein	CKY1	NA	NA	positive regulation of melanin biosynthetic process
CNAG_05098	ubiquitin-like protein 5	HUB1	NA	NA	NA
CNAG_05099	hypothetical protein	NA	NA	NA	NA
CNAG_05100	ENTH domain-containing protein c	NA	NA	NA	NA
CNAG_05101	U3 small nucleolar RNA-associated protein 12	NA	NA	NA	NA
CNAG_05102	DNA repair protein rad5	NA	NA	NA	NA
CNAG_05103	transcription initiation factor TFIIF subunit beta	NA	NA	NA	NA
CNAG_05104	CAMK protein kinase, variant	FRK101	NA	NA	cellular response to dithiothreitol
CNAG_05105	eukaryotic translation initiation factor 3 subunit l	LIV12	NA	NA	NA
